#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Human_swiss_sp|P09110|THIK_HUMAN	9606.ENSP00000333664	5.95e-301	821.0	KOG1389	33208|Metazoa	I	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal	ACAA1	GO:0000038,GO:0001676,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0003985,GO:0003988,GO:0003997,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005782,GO:0005829,GO:0006082,GO:0006605,GO:0006625,GO:0006629,GO:0006631,GO:0006635,GO:0006810,GO:0006886,GO:0006887,GO:0006955,GO:0006996,GO:0007031,GO:0007584,GO:0008104,GO:0008150,GO:0008152,GO:0008202,GO:0008206,GO:0008410,GO:0008775,GO:0009056,GO:0009062,GO:0009605,GO:0009719,GO:0009725,GO:0009987,GO:0009991,GO:0010033,GO:0012505,GO:0014070,GO:0015031,GO:0015833,GO:0016042,GO:0016043,GO:0016054,GO:0016192,GO:0016401,GO:0016407,GO:0016408,GO:0016453,GO:0016491,GO:0016627,GO:0016634,GO:0016740,GO:0016746,GO:0016747,GO:0016782,GO:0017144,GO:0019395,GO:0019752,GO:0030141,GO:0030258,GO:0031410,GO:0031667,GO:0031907,GO:0031974,GO:0031982,GO:0031983,GO:0032787,GO:0032940,GO:0033036,GO:0033365,GO:0033540,GO:0033559,GO:0033993,GO:0034440,GO:0034613,GO:0034774,GO:0035580,GO:0036109,GO:0036230,GO:0042119,GO:0042221,GO:0042493,GO:0042579,GO:0042581,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0043574,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044433,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045184,GO:0045321,GO:0046395,GO:0046903,GO:0046907,GO:0048545,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055114,GO:0060205,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072329,GO:0072594,GO:0072662,GO:0072663,GO:0097708,GO:0099503,GO:1901360,GO:1901575,GO:1901615	2.3.1.16	ko:K07513	ko00071,ko00280,ko00592,ko01040,ko01100,ko01110,ko01130,ko01212,ko03320,ko04146,map00071,map00280,map00592,map01040,map01100,map01110,map01130,map01212,map03320,map04146	M00087,M00113	R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R07891,R07895,R07899,R07937,R07953	RC00004,RC00326,RC00405,RC01702,RC02728	ko00000,ko00001,ko00002,ko01000	-	-	-	Thiolase_C,Thiolase_N
MH0012_GL0231204	1121101.HMPREF1532_02642	0.0	1102.0	COG3119	976|Bacteroidetes	P	COG COG3119 Arylsulfatase A and related enzymes	betC_2	-	-	-	-	-	-	-	-	-	-	-	DUF4976,Sulfatase
MH0260_GL0160228	411473.RUMCAL_01081	1.11e-109	328.0	COG0372	186801|Clostridia	C	citrate synthase	gltA2	-	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
MH0434_GL0080937	641112.ACOK01000089_gene1251	7.06e-71	214.0	COG0198	186801|Clostridia	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	rplX	-	-	ko:K02895	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KOW,ribosomal_L24
O2.UC23-2_GL0016230	397291.C804_01844	1.96e-64	218.0	COG1653	186801|Clostridia	G	PFAM extracellular solute-binding protein family 1	-	-	-	ko:K17318	ko02010,map02010	M00603	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.29,3.A.1.1.9	-	-	SBP_bac_1,SBP_bac_8
O2.UC47-1_GL0140014	445972.ANACOL_02995	1.63e-133	402.0	COG0495	186801|Clostridia	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
SZEY-78A_GL0051543	411462.DORLON_00832	2.79e-113	327.0	COG0503	186801|Clostridia	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt	-	2.4.2.22	ko:K03816	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01229,R02142	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
763901136-stool1_revised_scaffold7024_1_gene95821	478749.BRYFOR_08231	1.74e-140	418.0	COG3664	186801|Clostridia	G	PFAM glycoside hydrolase family 39	-	-	3.2.1.37	ko:K01198	ko00520,ko01100,map00520,map01100	-	R01433	RC00467	ko00000,ko00001,ko01000	-	GH43	-	AraC_binding,Glyco_hydro_39,HTH_18
Human_swiss_sp|P01700|LV147_HUMAN	9601.ENSPPYP00000012952	2e-73	222.0		33208|Metazoa	S	Immunoglobulin V-Type	IGLV10-54	-	-	ko:K06553	-	-	-	-	ko00000,ko04090	-	-	-	V-set
MH0191_GL0172336	1280698.AUJS01000004_gene2938	1.53e-271	745.0	COG0502	186801|Clostridia	C	Biotin and Thiamin Synthesis associated domain	thiH	-	4.1.99.19	ko:K03150	ko00730,ko01100,map00730,map01100	-	R10246	RC01434,RC03095	ko00000,ko00001,ko01000	-	-	-	BATS,Radical_SAM
MH0233_GL0003750	1256908.HMPREF0373_02859	1.34e-249	688.0	COG1960	186801|Clostridia	C	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.3.8.1	ko:K00248	ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212	-	R01175,R01178,R02661,R03172,R04751	RC00052,RC00068,RC00076,RC00120,RC00148	ko00000,ko00001,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
MH0274_GL0166833	478749.BRYFOR_05630	9.07e-158	459.0	COG1653	186801|Clostridia	G	ABC transporter, solute-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_1,SBP_bac_8
T2D-63A_GL0065674	742743.HMPREF9453_02140	0.0	920.0	COG1012	909932|Negativicutes	C	Aldehyde dehydrogenase	aldA	-	-	-	-	-	-	-	-	-	-	-	Aldedh
V1.CD12-3_GL0027030	537007.BLAHAN_05783	7.19e-199	551.0	COG0190	186801|Clostridia	H	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	-	1.5.1.5,3.5.4.9	ko:K01491	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R01220,R01655	RC00202,RC00578	ko00000,ko00001,ko00002,ko01000	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
V1.CD32-4_GL0115466	1120998.AUFC01000017_gene128	0.0	1391.0	COG0574,COG1080	186801|Clostridia	G	Belongs to the PEP-utilizing enzyme family	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
MH0229_GL0033108	1235803.C825_01662	5.09e-108	312.0	COG0041	976|Bacteroidetes	F	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)	purE	-	5.4.99.18	ko:K01588	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07405	RC01947	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRC
MH0437_GL0163589	2754.EH55_02105	4.6e-149	425.0	COG3804	508458|Synergistetes	C	dihydrodipicolinate reductase	-	-	-	-	-	-	-	-	-	-	-	-	DapB_N
V1.CD19-0_GL0194147	483215.BACFIN_07563	0.0	1439.0	COG4771	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	ko:K21573	-	-	-	-	ko00000,ko02000	1.B.14.6.1	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
V1.CD51-0_GL0067248	180332.JTGN01000001_gene5217	3.27e-123	360.0	COG0363	186801|Clostridia	G	Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion	nagB	-	3.5.99.6	ko:K02564	ko00520,ko01100,map00520,map01100	-	R00765	RC00163	ko00000,ko00001,ko01000	-	-	-	Glucosamine_iso
V1.UC50-1_GL0067399	272623.L138230	0.0	1694.0	COG3957	91061|Bacilli	G	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	xpkA	-	4.1.2.22,4.1.2.9	ko:K01621	ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120	-	R00761,R01621	RC00032,RC00226	ko00000,ko00001,ko01000	-	-	-	XFP,XFP_C,XFP_N
158944319-stool1_revised_C1050747_1_gene52747	411463.EUBVEN_01201	9.25e-208	579.0	COG0150	186801|Clostridia	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	-	6.3.3.1	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04208	RC01100	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
MH0055_GL0059787	1121094.KB894645_gene371	1.14e-41	137.0	COG0236	976|Bacteroidetes	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
MH0197_GL0112220	1408437.JNJN01000001_gene1737	4.83e-69	211.0	COG0100	186801|Clostridia	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	-	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
MH0431_GL0151069	709991.Odosp_2058	7.99e-246	684.0	COG1012	976|Bacteroidetes	C	Succinate-semialdehyde dehydrogenase	sucD	-	1.2.1.76	ko:K18119	ko00650,ko01100,ko01200,map00650,map01100,map01200	-	R09280	RC00004,RC00184	ko00000,ko00001,ko01000	-	-	-	Aldedh,Fe-ADH
T2D-61A_GL0005208	457424.BFAG_03575	2.4e-79	240.0		976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MH0321_GL0083171	742727.HMPREF9447_04126	1.73e-131	379.0	COG1043	976|Bacteroidetes	M	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxA	-	2.3.1.129	ko:K00677	ko00540,ko01100,ko01503,map00540,map01100,map01503	M00060	R04567	RC00039,RC00055	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Acetyltransf_11,Hexapep
NOM022_GL0030245	1120972.AUMH01000027_gene1575	2.77e-21	97.1	COG3944	91061|Bacilli	M	Chain length determinant protein	-	-	-	-	-	-	-	-	-	-	-	-	GNVR,Wzz
MH0361_GL0045501	1121129.KB903360_gene3048	0.0	1053.0	COG1866	976|Bacteroidetes	H	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA	pckA	GO:0003674,GO:0003824,GO:0004611,GO:0004612,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016829,GO:0016830,GO:0016831,GO:0019318,GO:0019319,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0071704,GO:1901576	4.1.1.49	ko:K01610	ko00010,ko00020,ko00620,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00170	R00341	RC00002,RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPCK_ATP
871237.SIN_1256	1095726.HMPREF1116_0172	0.0	1084.0	COG0532	91061|Bacilli	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,IF-2,IF2_N
888833.HMPREF9961_1681	888833.HMPREF9421_1581	0.0	946.0	COG0624	91061|Bacilli	E	Dipeptidase	pepV	-	3.5.1.18	ko:K01270,ko:K01274,ko:K01439	ko00300,ko00480,ko01100,ko01120,ko01230,map00300,map00480,map01100,map01120,map01230	M00016	R00899,R02734,R04951	RC00064,RC00090,RC00096,RC00141	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
MH0115_GL0083778	484018.BACPLE_00387	1.65e-244	673.0	COG0845	976|Bacteroidetes	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K03585	ko01501,ko01503,map01501,map01503	M00646,M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,8.A.1.6	-	-	HlyD_D23
MH0373_GL0050012	537013.CLOSTMETH_02348	1.1e-112	332.0	COG0264	186801|Clostridia	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	tsf	-	-	ko:K02357	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EF_TS
T2D-68A_GL0060685	1392487.JIAD01000001_gene615	0.0	952.0	COG0532	186801|Clostridia	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	-	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,IF-2,IF2_N
V1.CD12-3_GL0064917	445975.COLSTE_01153	1.62e-169	482.0	COG2723	84998|Coriobacteriia	G	Glycoside hydrolase family 1	-	-	3.2.1.86	ko:K01223	ko00010,ko00500,map00010,map00500	-	R00839,R05133,R05134	RC00049,RC00171,RC00714	ko00000,ko00001,ko01000	-	GT1	-	Glyco_hydro_1
158337416-stool2_revised_C999344_1_gene73308	1235788.C802_01613	3.95e-190	560.0	COG4771	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Human_swiss_sp|O14493|CLD4_HUMAN	61853.ENSNLEP00000022575	3.42e-142	402.0		33208|Metazoa	S	Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity	CLDN4	GO:0003008,GO:0003014,GO:0003674,GO:0004888,GO:0005215,GO:0005216,GO:0005253,GO:0005254,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005911,GO:0005923,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007154,GO:0007155,GO:0007165,GO:0007275,GO:0008150,GO:0008509,GO:0009925,GO:0009987,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0016323,GO:0016324,GO:0016327,GO:0016328,GO:0016338,GO:0022610,GO:0022803,GO:0022838,GO:0022857,GO:0023052,GO:0030054,GO:0030104,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0033561,GO:0034220,GO:0038023,GO:0042592,GO:0042802,GO:0043296,GO:0043588,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045178,GO:0048513,GO:0048731,GO:0048856,GO:0048871,GO:0048878,GO:0050789,GO:0050794,GO:0050878,GO:0050891,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060089,GO:0061436,GO:0065007,GO:0065008,GO:0070160,GO:0070293,GO:0071944,GO:0098590,GO:0098609,GO:0098656,GO:0098660,GO:0098661,GO:0098742,GO:1902476	-	ko:K06087	ko04514,ko04530,ko04670,ko05160,map04514,map04530,map04670,map05160	-	-	-	ko00000,ko00001,ko04147,ko04516	-	-	-	PMP22_Claudin
Human_swiss_sp|P07451|CAH3_HUMAN	9606.ENSP00000285381	6.47e-204	562.0	KOG0382	33208|Metazoa	P	Carbonic anhydrase III, muscle specific	CA3	GO:0003674,GO:0003824,GO:0004089,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006793,GO:0006796,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009987,GO:0010033,GO:0015701,GO:0015711,GO:0016151,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016829,GO:0016835,GO:0016836,GO:0042221,GO:0042493,GO:0042578,GO:0043167,GO:0043169,GO:0043207,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0045471,GO:0046677,GO:0046872,GO:0046914,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0071702,GO:0097305,GO:1901700	4.2.1.1	ko:K01672,ko:K01674	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	-	Carb_anhydrase
Human_swiss_sp|Q9Y639|NPTN_HUMAN	61853.ENSNLEP00000017318	5.21e-275	753.0		33208|Metazoa	T	Immunoglobulin V-set domain	NPTN	GO:0000902,GO:0000904,GO:0001932,GO:0001934,GO:0003008,GO:0003674,GO:0005102,GO:0005104,GO:0005105,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005886,GO:0005938,GO:0006873,GO:0006874,GO:0006875,GO:0006996,GO:0007010,GO:0007155,GO:0007156,GO:0007204,GO:0007275,GO:0007399,GO:0007610,GO:0007611,GO:0007612,GO:0007632,GO:0008150,GO:0008306,GO:0008542,GO:0008594,GO:0009314,GO:0009416,GO:0009628,GO:0009653,GO:0009893,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010720,GO:0010927,GO:0010975,GO:0010976,GO:0014069,GO:0016020,GO:0016021,GO:0016043,GO:0019220,GO:0019222,GO:0019725,GO:0022008,GO:0022607,GO:0022610,GO:0023051,GO:0023056,GO:0030003,GO:0030029,GO:0030036,GO:0030154,GO:0030155,GO:0030182,GO:0030239,GO:0030425,GO:0030863,GO:0031032,GO:0031224,GO:0031323,GO:0031325,GO:0031344,GO:0031346,GO:0031399,GO:0031401,GO:0032268,GO:0032270,GO:0032279,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0032989,GO:0036477,GO:0040036,GO:0042325,GO:0042327,GO:0042461,GO:0042592,GO:0042692,GO:0042734,GO:0042995,GO:0043005,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043408,GO:0043410,GO:0044085,GO:0044325,GO:0044424,GO:0044425,GO:0044444,GO:0044448,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045211,GO:0045214,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045743,GO:0045937,GO:0046530,GO:0048167,GO:0048168,GO:0048169,GO:0048170,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048786,GO:0048788,GO:0048856,GO:0048869,GO:0048878,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050804,GO:0050806,GO:0050839,GO:0050877,GO:0050890,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051146,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051480,GO:0051640,GO:0051641,GO:0051643,GO:0051646,GO:0051647,GO:0051960,GO:0051962,GO:0055001,GO:0055002,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060077,GO:0060255,GO:0060284,GO:0060291,GO:0060341,GO:0061061,GO:0065007,GO:0065008,GO:0070372,GO:0070374,GO:0070851,GO:0070925,GO:0071840,GO:0071944,GO:0072503,GO:0072507,GO:0080090,GO:0090287,GO:0097060,GO:0097435,GO:0097447,GO:0097458,GO:0098590,GO:0098609,GO:0098742,GO:0098771,GO:0098793,GO:0098794,GO:0098831,GO:0098984,GO:0099177,GO:0099568,GO:0099569,GO:0099572,GO:0099738,GO:0120025,GO:0120035,GO:0120038,GO:1900271,GO:1900273,GO:1902531,GO:1902533,GO:1903827,GO:1903829,GO:2000026	-	ko:K06535	-	-	-	-	ko00000,ko04090,ko04147	-	-	-	I-set,Ig_3,ig
MH0118_GL0037651	1122990.BAJH01000040_gene2753	1.55e-134	382.0	COG0461	976|Bacteroidetes	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	-	2.4.2.10,4.1.1.23	ko:K00762,ko:K13421	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00051	R00965,R01870,R08231	RC00063,RC00409,RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase,Pribosyltran
T2D-140A_GL0042284	657322.FPR_17740	5.9e-112	323.0	COG0036	186801|Clostridia	G	Belongs to the ribulose-phosphate 3-epimerase family	rpe	-	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
V1.CD38-0_GL0019185	226186.BT_2389	3.55e-188	526.0	COG3264	976|Bacteroidetes	M	Small-conductance mechanosensitive channel	mscS	-	-	ko:K03442	-	-	-	-	ko00000,ko02000	1.A.23.2	-	-	MS_channel,TM_helix
V1.FI36_GL0021486	1121115.AXVN01000035_gene3850	1.26e-148	418.0	COG1838	186801|Clostridia	C	Fumarase C-terminus	ttdB	-	4.2.1.2,4.2.1.32	ko:K01678,ko:K03780	ko00020,ko00620,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00630,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R00339,R01082	RC00443,RC01382	ko00000,ko00001,ko00002,ko01000	-	-	-	Fumerase_C
T2D-31A_GL0113409	500632.CLONEX_04092	1.16e-165	487.0	COG1012,COG1454	186801|Clostridia	C	alcohol dehydrogenase	adhE	-	1.1.1.1,1.2.1.10	ko:K04072	ko00010,ko00071,ko00350,ko00620,ko00625,ko00626,ko00650,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00620,map00625,map00626,map00650,map01100,map01110,map01120,map01130,map01220	-	R00228,R00623,R00754,R01172,R04880,R05233,R05234,R06917,R06927	RC00004,RC00050,RC00088,RC00099,RC00116,RC00184,RC00649,RC01195	ko00000,ko00001,ko01000	-	-	-	Aldedh,Fe-ADH
