Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
HM403CO_revised_scaffold142_2_gene34425	HM403CO_revised_scaffold142_2_gene34425 strand:+ start:8041 stop:9432 length:1392 start_codon:yes stop_codon:yes gene_type:complete	HM403CO_revised_scaffold142_2_gene34425 strand:+ start:8041 stop:9432 length:1392 start_codon:yes stop_codon:yes gene_type:complete		463		HM403CO_revised_scaffold142_2_gene34425 strand:+ start:8041 stop:9432 length:1392 start_codon:yes stop_codon:yes gene_type:complete		6.48	1.0000	0.9990	2	1	2	4	3	4	     0	     0	     0	7C(57.0214)		
HM403CO_revised_scaffold3899_2_gene43346	HM403CO_revised_scaffold3899_2_gene43346 strand:+ start:26519 stop:27742 length:1224 start_codon:yes stop_codon:yes gene_type:complete	HM403CO_revised_scaffold3899_2_gene43346 strand:+ start:26519 stop:27742 length:1224 start_codon:yes stop_codon:yes gene_type:complete		407		HM403CO_revised_scaffold3899_2_gene43346 strand:+ start:26519 stop:27742 length:1224 start_codon:yes stop_codon:yes gene_type:complete		9.58	1.0000	0.9990	2	1	2	16	10	16	     0	     0	     0	8M(15.9949)		
HM415TI_revised_scaffold27291_1_gene77074	HM415TI_revised_scaffold27291_1_gene77074 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete	HM415TI_revised_scaffold27291_1_gene77074 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete		194		HM415TI_revised_scaffold27291_1_gene77074 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete		15.98	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
HM437CO_revised_scaffold36926_1_gene1102	HM437CO_revised_scaffold36926_1_gene1102 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete	HM437CO_revised_scaffold36926_1_gene1102 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete		194		HM437CO_revised_scaffold36926_1_gene1102 strand:+ start:2 stop:583 length:582 start_codon:no stop_codon:no gene_type:incomplete		8.76	1.0000	0.9989	2	2	2	4	4	4	     0	     0	     0			
HM438CO_revised_scaffold45904_1_gene74669	HM438CO_revised_scaffold45904_1_gene74669 strand:+ start:2 stop:520 length:519 start_codon:no stop_codon:no gene_type:incomplete	HM438CO_revised_scaffold45904_1_gene74669 strand:+ start:2 stop:520 length:519 start_codon:no stop_codon:no gene_type:incomplete		173		HM438CO_revised_scaffold45904_1_gene74669 strand:+ start:2 stop:520 length:519 start_codon:no stop_codon:no gene_type:incomplete		25.43	1.0000	0.9990	4	2	2	29	19	19	     0	     0	     0			
HM466CO_revised_scaffold71503_1_gene21138	HM466CO_revised_scaffold71503_1_gene21138 strand:+ start:1 stop:1050 length:1050 start_codon:no stop_codon:yes gene_type:incomplete	HM466CO_revised_scaffold71503_1_gene21138 strand:+ start:1 stop:1050 length:1050 start_codon:no stop_codon:yes gene_type:incomplete		349		HM466CO_revised_scaffold71503_1_gene21138 strand:+ start:1 stop:1050 length:1050 start_codon:no stop_codon:yes gene_type:incomplete		15.19	1.0000	0.9990	3	0	3	6	0	6	     0	     0	     0	4M(15.9949)		
HM494TI_revised_C961297_1_gene41203	HM494TI_revised_C961297_1_gene41203 strand:+ start:307 stop:522 length:216 start_codon:yes stop_codon:no gene_type:incomplete	HM494TI_revised_C961297_1_gene41203 strand:+ start:307 stop:522 length:216 start_codon:yes stop_codon:no gene_type:incomplete		72		HM494TI_revised_C961297_1_gene41203 strand:+ start:307 stop:522 length:216 start_codon:yes stop_codon:no gene_type:incomplete		18.06	1.0000	0.9990	1	0	1	5	0	5	     0	     0	     0			V1.CD9-0_GL0042761
HM494TI_revised_scaffold22508_12_gene231958	HM494TI_revised_scaffold22508_12_gene231958 strand:+ start:2 stop:1507 length:1506 start_codon:no stop_codon:yes gene_type:incomplete	HM494TI_revised_scaffold22508_12_gene231958 strand:+ start:2 stop:1507 length:1506 start_codon:no stop_codon:yes gene_type:incomplete		501		HM494TI_revised_scaffold22508_12_gene231958 strand:+ start:2 stop:1507 length:1506 start_codon:no stop_codon:yes gene_type:incomplete		6.99	1.0000	0.9950	2	1	1	8	4	4	     0	     0	     0	2M(15.9949)		
HM494TI_revised_scaffold67459_1_gene54744	HM494TI_revised_scaffold67459_1_gene54744 strand:- start:46703 stop:47572 length:870 start_codon:yes stop_codon:yes gene_type:complete	HM494TI_revised_scaffold67459_1_gene54744 strand:- start:46703 stop:47572 length:870 start_codon:yes stop_codon:yes gene_type:complete		289		HM494TI_revised_scaffold67459_1_gene54744 strand:- start:46703 stop:47572 length:870 start_codon:yes stop_codon:yes gene_type:complete		10.38	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
HM494TI_revised_scaffold75696_1_gene174760	HM494TI_revised_scaffold75696_1_gene174760 strand:+ start:1 stop:648 length:648 start_codon:no stop_codon:yes gene_type:incomplete	HM494TI_revised_scaffold75696_1_gene174760 strand:+ start:1 stop:648 length:648 start_codon:no stop_codon:yes gene_type:incomplete		215		HM494TI_revised_scaffold75696_1_gene174760 strand:+ start:1 stop:648 length:648 start_codon:no stop_codon:yes gene_type:incomplete		8.37	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0	16M(15.9949)		
HM503CO_revised_C360503_1_gene47121	HM503CO_revised_C360503_1_gene47121 strand:+ start:1 stop:729 length:729 start_codon:no stop_codon:no gene_type:incomplete	HM503CO_revised_C360503_1_gene47121 strand:+ start:1 stop:729 length:729 start_codon:no stop_codon:no gene_type:incomplete		243		HM503CO_revised_C360503_1_gene47121 strand:+ start:1 stop:729 length:729 start_codon:no stop_codon:no gene_type:incomplete		6.17	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	14C(57.0214)		
HT14A_GL0104544	HT14A_GL0104544  [gene]  locus=scaffold8377_7:1:2925:+ [Lack both ends] codon-table.11	HT14A_GL0104544  [gene]  locus=scaffold8377_7:1:2925:+ [Lack both ends] codon-table.11		975		HT14A_GL0104544  [gene]  locus=scaffold8377_7:1:2925:+ [Lack both ends] codon-table.11		5.23	1.0000	0.9990	5	3	3	13	6	9	     0	     0	     0			
HT14A_GL0126877	HT14A_GL0126877  [gene]  locus=scaffold30044_2:2:565:- [Lack both ends] codon-table.11	HT14A_GL0126877  [gene]  locus=scaffold30044_2:2:565:- [Lack both ends] codon-table.11		188		HT14A_GL0126877  [gene]  locus=scaffold30044_2:2:565:- [Lack both ends] codon-table.11		16.49	1.0000	0.9990	2	1	1	8	3	3	     0	     0	     0	12M(15.9949), 13M(15.9949)		
Human_swiss_sp|A0A0A0MS15|HV349_HUMAN	Human_swiss_sp|A0A0A0MS15|HV349_HUMAN Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1	Human_swiss_sp|A0A0A0MS15|HV349_HUMAN Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1		119		Human_swiss_sp|A0A0A0MS15|HV349_HUMAN Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1		18.49	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	7M(15.9949), 9C(57.0214)		
Human_swiss_sp|A0A0B4J1V0|HV315_HUMAN	Human_swiss_sp|A0A0B4J1V0|HV315_HUMAN Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1	Human_swiss_sp|A0A0B4J1V0|HV315_HUMAN Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1		119		Human_swiss_sp|A0A0B4J1V0|HV315_HUMAN Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1		12.61	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
Human_swiss_sp|A0A0B4J1Y9|HV372_HUMAN	Human_swiss_sp|A0A0B4J1Y9|HV372_HUMAN Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1	Human_swiss_sp|A0A0B4J1Y9|HV372_HUMAN Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1		119		Human_swiss_sp|A0A0B4J1Y9|HV372_HUMAN Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1		18.49	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	9C(57.0214)		
Human_swiss_sp|A8K7I4|CLCA1_HUMAN	Human_swiss_sp|A8K7I4|CLCA1_HUMAN Calcium-activated chloride channel regulator 1 OS=Homo sapiens OX=9606 GN=CLCA1 PE=1 SV=3	Human_swiss_sp|A8K7I4|CLCA1_HUMAN Calcium-activated chloride channel regulator 1 OS=Homo sapiens OX=9606 GN=CLCA1 PE=1 SV=3		914		Human_swiss_sp|A8K7I4|CLCA1_HUMAN Calcium-activated chloride channel regulator 1 OS=Homo sapiens OX=9606 GN=CLCA1 PE=1 SV=3		12.36	1.0000	0.9990	9	9	9	34	34	34	     0	     0	     0	12C(57.0214), 22M(15.9949), 25C(57.0214)		
Human_swiss_sp|O00391|QSOX1_HUMAN	Human_swiss_sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	Human_swiss_sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3		747		Human_swiss_sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3		3.48	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	7C(57.0214)		
Human_swiss_sp|O00754|MA2B1_HUMAN	Human_swiss_sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	Human_swiss_sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3		1011		Human_swiss_sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3		3.07	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
Human_swiss_sp|O14638|ENPP3_HUMAN	Human_swiss_sp|O14638|ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens OX=9606 GN=ENPP3 PE=1 SV=2	Human_swiss_sp|O14638|ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens OX=9606 GN=ENPP3 PE=1 SV=2		875		Human_swiss_sp|O14638|ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens OX=9606 GN=ENPP3 PE=1 SV=2		4.91	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
Human_swiss_sp|O43451|MGA_HUMAN	Human_swiss_sp|O43451|MGA_HUMAN Maltase-glucoamylase, intestinal OS=Homo sapiens OX=9606 GN=MGAM PE=1 SV=5	Human_swiss_sp|O43451|MGA_HUMAN Maltase-glucoamylase, intestinal OS=Homo sapiens OX=9606 GN=MGAM PE=1 SV=5		1857		Human_swiss_sp|O43451|MGA_HUMAN Maltase-glucoamylase, intestinal OS=Homo sapiens OX=9606 GN=MGAM PE=1 SV=5		7.70	1.0000	0.9990	8	8	7	16	16	15	     0	     0	     0	12M(15.9949)		
Human_swiss_sp|O43895|XPP2_HUMAN	Human_swiss_sp|O43895|XPP2_HUMAN Xaa-Pro aminopeptidase 2 OS=Homo sapiens OX=9606 GN=XPNPEP2 PE=1 SV=3	Human_swiss_sp|O43895|XPP2_HUMAN Xaa-Pro aminopeptidase 2 OS=Homo sapiens OX=9606 GN=XPNPEP2 PE=1 SV=3		674		Human_swiss_sp|O43895|XPP2_HUMAN Xaa-Pro aminopeptidase 2 OS=Homo sapiens OX=9606 GN=XPNPEP2 PE=1 SV=3		14.69	1.0000	0.9990	8	8	6	35	35	30	     0	     0	     0			
Human_swiss_sp|O60494|CUBN_HUMAN	Human_swiss_sp|O60494|CUBN_HUMAN Cubilin OS=Homo sapiens OX=9606 GN=CUBN PE=1 SV=5	Human_swiss_sp|O60494|CUBN_HUMAN Cubilin OS=Homo sapiens OX=9606 GN=CUBN PE=1 SV=5		3623		Human_swiss_sp|O60494|CUBN_HUMAN Cubilin OS=Homo sapiens OX=9606 GN=CUBN PE=1 SV=5		1.05	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	2C(57.0214)		
Human_swiss_sp|O60814|H2B1K_HUMAN	Human_swiss_sp|O60814|H2B1K_HUMAN Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3	Human_swiss_sp|O60814|H2B1K_HUMAN Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3		126		Human_swiss_sp|O60814|H2B1K_HUMAN Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3		11.90	1.0000	0.9990	1	0	1	3	0	3	     0	     0	     0	2M(15.9949)		Human_swiss_sp|P06899|H2B1J_HUMAN, Human_swiss_sp|P23527|H2B1O_HUMAN, Human_swiss_sp|P33778|H2B1B_HUMAN, Human_swiss_sp|P57053|H2BFS_HUMAN, Human_swiss_sp|P58876|H2B1D_HUMAN, Human_swiss_sp|P62807|H2B1C_HUMAN, Human_swiss_sp|Q16778|H2B2E_HUMAN, Human_swiss_sp|Q5QNW6|H2B2F_HUMAN, Human_swiss_sp|Q8N257|H2B3B_HUMAN, Human_swiss_sp|Q93079|H2B1H_HUMAN, Human_swiss_sp|Q99877|H2B1N_HUMAN, Human_swiss_sp|Q99879|H2B1M_HUMAN, Human_swiss_sp|Q99880|H2B1L_HUMAN
Human_swiss_sp|O60844|ZG16_HUMAN	Human_swiss_sp|O60844|ZG16_HUMAN Zymogen granule membrane protein 16 OS=Homo sapiens OX=9606 GN=ZG16 PE=1 SV=2	Human_swiss_sp|O60844|ZG16_HUMAN Zymogen granule membrane protein 16 OS=Homo sapiens OX=9606 GN=ZG16 PE=1 SV=2		167		Human_swiss_sp|O60844|ZG16_HUMAN Zymogen granule membrane protein 16 OS=Homo sapiens OX=9606 GN=ZG16 PE=1 SV=2		56.29	1.0000	0.9990	7	7	7	35	35	35	     0	     0	     0	19C(57.0214)		
Human_swiss_sp|O75112|LDB3_HUMAN	Human_swiss_sp|O75112|LDB3_HUMAN LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2	Human_swiss_sp|O75112|LDB3_HUMAN LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2		727		Human_swiss_sp|O75112|LDB3_HUMAN LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2		8.94	1.0000	0.9990	4	4	3	8	8	7	     0	     0	     0	10C(57.0214), 13C(57.0214), 17C(57.0214), 7C(57.0214)		
Human_swiss_sp|O75306|NDUS2_HUMAN	Human_swiss_sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2	Human_swiss_sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2		463		Human_swiss_sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2		4.75	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
Human_swiss_sp|O75882|ATRN_HUMAN	Human_swiss_sp|O75882|ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2	Human_swiss_sp|O75882|ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2		1429		Human_swiss_sp|O75882|ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2		1.05	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
Human_swiss_sp|O94832|MYO1D_HUMAN	Human_swiss_sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2	Human_swiss_sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2		1006		Human_swiss_sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2		4.17	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	8C(57.0214)		
Human_swiss_sp|O95497|VNN1_HUMAN	Human_swiss_sp|O95497|VNN1_HUMAN Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2	Human_swiss_sp|O95497|VNN1_HUMAN Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2		513		Human_swiss_sp|O95497|VNN1_HUMAN Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2		3.70	1.0000	0.9990	2	2	2	10	10	10	     0	     0	     0	1C(57.0214), 7C(57.0214), 9C(57.0214)		
Human_swiss_sp|P00441|SODC_HUMAN	Human_swiss_sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	Human_swiss_sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2		154		Human_swiss_sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2		12.99	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0	3C(57.0214)		
Human_swiss_sp|P01008|ANT3_HUMAN	Human_swiss_sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	Human_swiss_sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1		464		Human_swiss_sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1		13.58	1.0000	0.9990	4	4	4	12	12	12	     0	     0	     0	10M(15.9949), 19M(15.9949)		
Human_swiss_sp|P01009|A1AT_HUMAN	Human_swiss_sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	Human_swiss_sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3		418		Human_swiss_sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3		21.77	1.0000	0.9990	8	7	5	28	26	22	     0	     0	     0	3M(15.9949), 9C(57.0214)		
Human_swiss_sp|P01023|A2MG_HUMAN	Human_swiss_sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	Human_swiss_sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3		1474		Human_swiss_sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3		5.97	1.0000	0.9990	5	5	5	8	8	8	     0	     0	     0	10C(57.0214), 17M(15.9949)		
Human_swiss_sp|P01591|IGJ_HUMAN	Human_swiss_sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4	Human_swiss_sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4		159		Human_swiss_sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4		45.28	1.0000	0.9990	6	6	6	62	62	62	     0	     0	     0	1C(57.0214), 21C(57.0214), 22C(57.0214), 2C(57.0214), 30C(57.0214), 31C(57.0214), 3C(57.0214), 8C(57.0214), 9C(57.0214)		
Human_swiss_sp|P01764|HV323_HUMAN	Human_swiss_sp|P01764|HV323_HUMAN Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2	Human_swiss_sp|P01764|HV323_HUMAN Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2		117		Human_swiss_sp|P01764|HV323_HUMAN Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2		41.03	1.0000	0.9990	3	1	3	5	2	5	     0	     0	     0	9C(57.0214)		
Human_swiss_sp|P01782|HV309_HUMAN	Human_swiss_sp|P01782|HV309_HUMAN Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2	Human_swiss_sp|P01782|HV309_HUMAN Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2		118		Human_swiss_sp|P01782|HV309_HUMAN Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2		16.10	1.0000	0.9990	1	0	1	3	0	3	     0	     0	     0	3C(57.0214)		Human_swiss_sp|P0DP04|HV43D_HUMAN
Human_swiss_sp|P01833|PIGR_HUMAN	Human_swiss_sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4	Human_swiss_sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4		764		Human_swiss_sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4		19.90	1.0000	0.9990	10	10	10	72	72	72	     0	     0	     0	11C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
Human_swiss_sp|P01834|IGKC_HUMAN	Human_swiss_sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2	Human_swiss_sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2		107		Human_swiss_sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2		75.70	1.0000	0.9990	8	1	7	86	12	84	     0	     0	     0	4C(57.0214), 6C(57.0214), 8C(57.0214)		
Human_swiss_sp|P01857|IGHG1_HUMAN	Human_swiss_sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1	Human_swiss_sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1		330		Human_swiss_sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1		15.76	1.0000	0.9990	3	0	3	22	0	22	     0	     0	     0	6C(57.0214), 7C(57.0214), 9C(57.0214)		Human_swiss_sp|P0DOX5|IGG1_HUMAN
Human_swiss_sp|P01871|IGHM_HUMAN	Human_swiss_sp|P01871|IGHM_HUMAN Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4	Human_swiss_sp|P01871|IGHM_HUMAN Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4		453		Human_swiss_sp|P01871|IGHM_HUMAN Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4		15.23	1.0000	0.9990	5	1	5	36	5	36	     0	     0	     0	12C(57.0214), 3C(57.0214), 3M(15.9949)		
Human_swiss_sp|P01876|IGHA1_HUMAN	Human_swiss_sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	Human_swiss_sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2		353		Human_swiss_sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2		53.54	1.0000	0.9990	13	7	12	254	225	253	     0	     0	     0	15C(57.0214), 26C(57.0214), 29C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 7M(15.9949), 8M(15.9949)		
