Protein.Group	F3NL2582	F3NL0496	F3NL1002	F2NL4627	F2NL2504
MH0338_GL0049524  [gene]  locus=scaffold32979_2:801:1808:+ [Complete] codon-table.11	NA	NA	10375.8	NA	NA
MH0339_GL0201051  [gene]  locus=scaffold77245_10:275:1684:+ [Complete] codon-table.11	13232.7	10920.4	9416.8	10793.7	NA
MH0339_GL0215019  [gene]  locus=scaffold88157_7:179:1000:- [Lack 5'-end] codon-table.11	17925.5	17419.9	26767.2	12802.9	NA
MH0340_GL0132716  [gene]  locus=scaffold14357_1:1:765:+ [Lack 5'-end] codon-table.11	352838	396512	735717	371754	NA
MH0341_GL0054772  [gene]  locus=scaffold28916_3:1:489:+ [Lack 5'-end] codon-table.11	16836.5	46711.4	NA	13296.1	NA
MH0341_GL0102431  [gene]  locus=scaffold4981_11:3873:5954:- [Complete] codon-table.11	7780.23	5750.43	6313.48	115679	8315.8
MH0343_GL0015628  [gene]  locus=scaffold14462_12:464:862:+ [Complete] codon-table.11	141599	NA	271719	8090.87	7593.77
MH0343_GL0074680  [gene]  locus=scaffold72058_2:1:159:- [Lack 3'-end] codon-table.11	1.35011e+06	790520	938455	1.52836e+06	201082
MH0345_GL0087811  [gene]  locus=scaffold81319_3:13945:16572:+ [Complete] codon-table.11	120473	50726.2	70497.8	70893.9	20752.9
MH0348_GL0135260  [gene]  locus=scaffold41556_1:101:2164:- [Complete] codon-table.11	NA	NA	NA	2757.48	1307.61
MH0351_GL0006420  [gene]  locus=scaffold11286_9:1:1077:+ [Lack 5'-end] codon-table.11	37630.5	13564.2	28922.4	60637.6	NA
MH0351_GL0072984  [gene]  locus=scaffold45948_2:12376:14103:- [Complete] codon-table.11	11659	NA	3151.88	NA	2369.02
MH0354_GL0078014  [gene]  locus=C1109777_1:5992:7389:+ [Complete] codon-table.11	NA	NA	140363	292539	1211.29
MH0355_GL0148797  [gene]  locus=scaffold18455_64:275:976:+ [Complete] codon-table.11	92544.6	171454	70285.1	61549.8	9538.02
MH0356_GL0152792  [gene]  locus=scaffold19610_3:1:705:+ [Lack 5'-end] codon-table.11	22413.8	4828.73	64109.7	22025.8	7957.51
MH0357_GL0054509  [gene]  locus=scaffold36794_8:1596:2645:+ [Lack 3'-end] codon-table.11	17189.6	NA	17048.6	14847.9	NA
MH0358_GL0026334  [gene]  locus=scaffold27265_15:8205:10508:+ [Complete] codon-table.11	65369.2	47750.2	70454	84050.4	12361.3
MH0358_GL0033673  [gene]  locus=scaffold44751_3:16416:16673:+ [Complete] codon-table.11	NA	NA	NA	NA	6618.7
MH0359_GL0120883  [gene]  locus=scaffold56532_1:2837:3808:+ [Complete] codon-table.11	NA	NA	NA	NA	1801.02
MH0361_GL0045501  [gene]  locus=scaffold1141_5:351:1958:- [Complete] codon-table.11	212771	663074	186936	133347	413636
MH0362_GL0054677  [gene]  locus=scaffold92284_2:471:1661:+ [Complete] codon-table.11	5202.96	NA	NA	5890.96	NA
MH0365_GL0135523  [gene]  locus=scaffold54625_9:2:838:+ [Lack both ends] codon-table.11	53909.7	211594	46173.7	34160.3	NA
MH0367_GL0050854  [gene]  locus=scaffold85351_2:3:2165:+ [Lack 5'-end] codon-table.11	59291.3	2.55652e+06	25794.8	41641.5	29072
MH0370_GL0021527  [gene]  locus=scaffold87598_1:138:1967:+ [Complete] codon-table.11	27560.6	NA	42235.4	NA	NA
MH0370_GL0029760  [gene]  locus=scaffold87499_1:1334:2758:+ [Complete] codon-table.11	7948.9	10120.3	33466.4	9678.32	30335.9
MH0370_GL0093077  [gene]  locus=scaffold2805_9:471:1796:- [Complete] codon-table.11	13151.4	NA	9970.65	NA	NA
MH0371_GL0087622  [gene]  locus=scaffold50606_4:2:1222:+ [Lack 5'-end] codon-table.11	8859.86	NA	11091.2	13697.6	11549.6
MH0372_GL0033251  [gene]  locus=scaffold27170_9:1809:3353:- [Complete] codon-table.11	46654.1	42210.4	41082.6	37205.4	7938.38
MH0372_GL0043015  [gene]  locus=scaffold80949_2:2174:3628:- [Complete] codon-table.11	18380.2	8302.19	24577	16355.3	6565.23
MH0373_GL0050012  [gene]  locus=scaffold26856_4:295:1011:+ [Lack 3'-end] codon-table.11	114300	NA	247768	NA	18573.1
MH0373_GL0050835  [gene]  locus=scaffold82165_3:1:642:- [Lack both ends] codon-table.11	2021.44	NA	3689.01	NA	NA
MH0373_GL0112954  [gene]  locus=scaffold34309_4:2476:4569:+ [Complete] codon-table.11	41905	NA	68223.2	NA	NA
MH0373_GL0116967  [gene]  locus=scaffold58922_2:697:1719:- [Complete] codon-table.11	61433.8	67909.5	14192.6	72138	9945.22
MH0376_GL0120645  [gene]  locus=scaffold94997_1:8094:9095:- [Complete] codon-table.11	898705	2.72097e+06	115329	651980	207538
MH0377_GL0051513  [gene]  locus=scaffold78507_1:2:391:+ [Lack 5'-end] codon-table.11	NA	NA	NA	NA	2660.56
MH0377_GL0162010  [gene]  locus=scaffold72728_5:3650:4159:+ [Complete] codon-table.11	63045.6	41861.6	90930.1	135463	41322.2
MH0377_GL0222732  [gene]  locus=scaffold32395_3:19002:19697:+ [Complete] codon-table.11	NA	24284.1	18509.2	NA	NA
MH0378_GL0156280  [gene]  locus=scaffold95535_1:1:771:- [Lack both ends] codon-table.11	NA	NA	56045.4	NA	2221.99
MH0381_GL0041614  [gene]  locus=scaffold44555_3:22224:24860:- [Complete] codon-table.11	84090	33878	708357	245493	75071.6
MH0381_GL0118587  [gene]  locus=scaffold66542_1:3:1802:+ [Lack 5'-end] codon-table.11	176730	42775.3	153525	87681.7	122688
MH0381_GL0148015  [gene]  locus=scaffold30895_1:18549:19736:+ [Complete] codon-table.11	23691.2	40624	7064.47	11228.2	NA
MH0385_GL0030117  [gene]  locus=C1778906_1:116:1327:- [Lack 5'-end] codon-table.11	598576	171096	654203	80158.2	29468.9
MH0385_GL0075391  [gene]  locus=scaffold39903_1:11508:13808:+ [Complete] codon-table.11	42269.5	27055.3	NA	24304.7	NA
MH0385_GL0116243  [gene]  locus=scaffold104423_2:1171:1920:+ [Complete] codon-table.11	5111.08	29324.2	5841.25	13572.3	NA
MH0385_GL0121908  [gene]  locus=scaffold8683_2:301:675:+ [Complete] codon-table.11	8853.23	NA	21173.5	4051.26	44946.2
MH0385_GL0206702  [gene]  locus=scaffold124732_1:1128:3749:- [Complete] codon-table.11	293873	154236	179404	428660	129394
MH0389_GL0025499  [gene]  locus=scaffold117422_1:4746:6836:- [Complete] codon-table.11	183278	214701	65258.4	171092	1424.97
MH0389_GL0029301  [gene]  locus=scaffold13915_4:92:382:+ [Complete] codon-table.11	NA	NA	NA	2193.68	2889.79
MH0389_GL0063168  [gene]  locus=scaffold40641_5:2038:2295:- [Complete] codon-table.11	32326.9	8438.19	68404.8	27670.6	7722.04
MH0389_GL0130251  [gene]  locus=scaffold118556_1:6443:6964:- [Complete] codon-table.11	31231.6	18673.5	50335.2	32986.8	14309
MH0389_GL0142223  [gene]  locus=scaffold1117_2:3914:5953:+ [Complete] codon-table.11	271687	NA	NA	128784	NA
MH0389_GL0154539  [gene]  locus=scaffold109700_1:1267:1998:+ [Lack 3'-end] codon-table.11	35435.3	5344.54	NA	5960.78	3088.93
MH0389_GL0174798  [gene]  locus=scaffold56763_2:592:4416:+ [Complete] codon-table.11	147629	126932	79349.4	141601	30548.9
MH0390_GL0033768  [gene]  locus=scaffold55362_1:1:1119:+ [Lack 5'-end] codon-table.11	NA	NA	2580.5	NA	2138.21
MH0390_GL0125747  [gene]  locus=scaffold69887_2:1:555:+ [Lack both ends] codon-table.11	15363	9318.23	10878.4	8807.76	NA
MH0393_GL0083918  [gene]  locus=scaffold11007_2:3:869:- [Lack both ends] codon-table.11	37529.8	14275.2	46975.4	26548.1	17567.4
MH0397_GL0182232  [gene]  locus=scaffold118599_1:17195:18373:- [Complete] codon-table.11	16256.3	NA	17122.5	NA	NA
MH0400_GL0080982  [gene]  locus=scaffold70383_2:2074:2931:+ [Complete] codon-table.11	81704.8	495262	41436.6	299084	NA
MH0402_GL0025865  [gene]  locus=scaffold55774_20:5254:6702:+ [Lack 3'-end] codon-table.11	NA	NA	5552.08	NA	5847.06
MH0402_GL0094049  [gene]  locus=scaffold109756_4:2:280:+ [Lack 5'-end] codon-table.11	NA	NA	7836.85	NA	NA
MH0402_GL0168365  [gene]  locus=scaffold88437_1:109:948:- [Complete] codon-table.11	NA	10732.6	7094.4	NA	NA
MH0406_GL0147645  [gene]  locus=scaffold66760_4:2:826:+ [Lack 5'-end] codon-table.11	NA	76977.1	NA	NA	NA
MH0406_GL0176763  [gene]  locus=scaffold32739_2:3:683:- [Lack both ends] codon-table.11	NA	NA	3039.89	5024.29	NA
MH0407_GL0040794  [gene]  locus=scaffold18621_8:212:3301:+ [Complete] codon-table.11	NA	NA	89362.3	150996	NA
MH0407_GL0127135  [gene]  locus=scaffold39803_3:6517:9774:- [Complete] codon-table.11	NA	42013.1	NA	22266.7	NA
MH0408_GL0013184  [gene]  locus=scaffold17800_1:21:233:+ [Complete] codon-table.11	156207	70535.9	394565	188552	70078.1
MH0409_GL0027800  [gene]  locus=scaffold30802_2:1498:2244:+ [Complete] codon-table.11	26565.6	NA	37570.7	NA	NA
MH0409_GL0082970  [gene]  locus=scaffold2631_15:1833:2795:+ [Lack 3'-end] codon-table.11	26045.2	NA	32171.8	27820.3	19522.5
MH0412_GL0094349  [gene]  locus=scaffold97694_2:37055:38569:+ [Complete] codon-table.11	43492.1	13220.1	48484	33977.7	20314.1
MH0412_GL0096195  [gene]  locus=scaffold70983_2:14229:14627:+ [Complete] codon-table.11	65656.2	154842	41840.3	78180.4	NA
MH0413_GL0200687  [gene]  locus=scaffold31175_1:1356:2678:- [Complete] codon-table.11	11967.5	7470.31	NA	NA	NA
MH0414_GL0038383  [gene]  locus=scaffold41945_1:1:330:- [Lack 3'-end] codon-table.11	45889	18746.3	51290.1	48783	48709.3
MH0415_GL0024504  [gene]  locus=scaffold112634_2:47905:48924:- [Complete] codon-table.11	12786.3	NA	NA	NA	NA
MH0415_GL0161389  [gene]  locus=scaffold31846_17:2:2350:- [Lack 3'-end] codon-table.11	35845.3	NA	41148.1	NA	NA
MH0415_GL0240971  [gene]  locus=scaffold132678_4:82788:86489:- [Complete] codon-table.11	86389.3	57094.2	65001.5	82754.4	45927.7
MH0417_GL0188653  [gene]  locus=scaffold1306_1:1308:4346:+ [Complete] codon-table.11	NA	NA	25331.7	NA	NA
MH0421_GL0021620  [gene]  locus=scaffold140292_1:682:1299:+ [Complete] codon-table.11	64576.4	30120.4	36891.6	29310.4	128045
MH0421_GL0080121  [gene]  locus=scaffold150013_2:2:958:- [Lack 3'-end] codon-table.11	89446.1	NA	28847.5	24246.8	NA
MH0421_GL0155800  [gene]  locus=scaffold1517_12:4987:6351:- [Lack 5'-end] codon-table.11	1025.43	NA	2378.68	NA	NA
MH0422_GL0145500  [gene]  locus=scaffold64184_7:524:949:+ [Complete] codon-table.11	62068.3	22280.9	75451.4	56593.6	79610.6
MH0424_GL0104348  [gene]  locus=scaffold24449_1:13876:14658:+ [Complete] codon-table.11	163307	NA	31446.8	NA	NA
MH0431_GL0151069  [gene]  locus=scaffold56776_2:39265:40620:- [Complete] codon-table.11	31338.3	8766.96	33401.9	31049.6	NA
MH0432_GL0032032  [gene]  locus=scaffold579_2:3:1316:+ [Lack 5'-end] codon-table.11	28111.8	17915.3	44331.2	52694.1	NA
MH0433_GL0173376  [gene]  locus=scaffold61490_6:441:1466:+ [Complete] codon-table.11	64808.8	67666.6	19114	130882	NA
MH0433_GL0213379  [gene]  locus=scaffold16498_5:552:2177:- [Complete] codon-table.11	49510.8	8823.12	128862	20275.2	7090.88
MH0433_GL0227617  [gene]  locus=scaffold1139_2:151:1350:+ [Lack 3'-end] codon-table.11	4024.34	NA	5280.89	NA	3740.79
MH0434_GL0054898  [gene]  locus=scaffold50290_5:2:1357:- [Lack 3'-end] codon-table.11	NA	NA	5081.85	NA	NA
MH0434_GL0080937  [gene]  locus=scaffold76263_12:10512:10859:- [Complete] codon-table.11	NA	NA	NA	NA	47646.6
MH0434_GL0217453  [gene]  locus=scaffold76079_4:1:543:- [Lack both ends] codon-table.11	128015	167789	244730	123981	87315.7
MH0437_GL0149308  [gene]  locus=scaffold91845_9_1:15232:18006:+ [Complete] codon-table.11	28945.4	66493.4	8444.08	20440.4	NA
MH0437_GL0163589  [gene]  locus=scaffold52630_2:256:924:- [Lack 5'-end] codon-table.11	NA	1683.91	NA	6531.68	5221.69
MH0437_GL0266761  [gene]  locus=scaffold6939_2:1085:3607:- [Complete] codon-table.11	17853.2	16355.1	14399.6	12917.6	4838.78
MH0438_GL0184626  [gene]  locus=scaffold141784_2:6566:7489:+ [Complete] codon-table.11	32710.4	NA	NA	3817.69	NA
MH0439_GL0140099  [gene]  locus=scaffold65061_2:13742:14947:- [Complete] codon-table.11	266353	126493	121418	131543	12188.7
MH0441_GL0161345  [gene]  locus=scaffold113549_1:4513:4845:- [Complete] codon-table.11	NA	NA	8735.94	NA	NA
MH0442_GL0171854  [gene]  locus=scaffold142164_1:518:2449:+ [Complete] codon-table.11	12749.9	10954.4	17092.3	62450.8	11528.2
MH0445_GL0073145  [gene]  locus=C1678367_1:1:543:- [Lack both ends] codon-table.11	18036	10340.5	3947.28	31473.1	NA
MH0448_GL0015869  [gene]  locus=scaffold178940_2:286:1452:+ [Complete] codon-table.11	15069.5	67520.5	49790.7	NA	94498.8
MH0448_GL0017933  [gene]  locus=scaffold101774_1:2:1132:+ [Lack 5'-end] codon-table.11	8272.11	NA	10107.1	NA	NA
MH0448_GL0107970  [gene]  locus=scaffold112246_14:2396:3589:+ [Complete] codon-table.11	42555.4	14531.5	8556.7	28654.2	295968
MH0450_GL0212819  [gene]  locus=scaffold51235_15:1324:2703:- [Complete] codon-table.11	7458.46	5478.95	7884.33	7444.92	NA
MH0453_GL0052894  [gene]  locus=scaffold30293_4:3:791:+ [Lack both ends] codon-table.11	NA	NA	NA	9991.19	NA
MH0453_GL0099867  [gene]  locus=scaffold61673_1:714:914:- [Lack 5'-end] codon-table.11	NA	NA	9224.8	NA	NA
MH0454_GL0190916  [gene]  locus=scaffold2514_1:1:567:+ [Lack 5'-end] codon-table.11	NA	NA	2591.32	NA	1655.84
MH0456_GL0115094  [gene]  locus=scaffold31881_5:1554:2900:- [Lack 5'-end] codon-table.11	280342	40551.9	321745	144911	7143.33
MH0457_GL0265018  [gene]  locus=scaffold172861_1:2744:4672:+ [Complete] codon-table.11	590189	42261.3	205331	38384.8	167716
MH0458_GL0182669  [gene]  locus=scaffold11737_1:3:2831:+ [Lack 5'-end] codon-table.11	18084.1	14499.6	388282	31707	NA
N013A_GL0045648  [gene]  locus=scaffold59469_1:5039:6394:+ [Complete] codon-table.11	20748.5	9895.51	6156.59	12749.9	3934.68
N037A_GL0039670  [gene]  locus=scaffold64774_4:1589:2587:+ [Complete] codon-table.11	259013	326294	88409	142316	11235.7
N042A_GL0053817  [gene]  locus=scaffold9989_8:2:1852:+ [Lack both ends] codon-table.11	NA	NA	2970.04	NA	NA
N047A_GL0082718  [gene]  locus=scaffold16829_1:3:629:+ [Lack both ends] codon-table.11	17355.7	NA	29382.5	14928.1	9696.24
N056A_GL0035389  [gene]  locus=scaffold30873_1:2:2623:+ [Lack both ends] codon-table.11	81085.2	37277.3	37435.7	16383.6	91322.8
N075A_GL0045434  [gene]  locus=scaffold58069_1:31041:32744:+ [Complete] codon-table.11	18252	NA	23151.2	14123.3	18072.4
N083A_GL0014387  [gene]  locus=scaffold37881_5:423:971:+ [Lack 3'-end] codon-table.11	253701	70387.1	187131	273106	143447
N085A_GL0063783  [gene]  locus=scaffold31864_1:65431:67551:+ [Complete] codon-table.11	23247.3	31638.2	17310.7	13157.1	18298.7
N087A_GL0036390  [gene]  locus=scaffold16724_4:3:179:- [Lack 3'-end] codon-table.11	13103.2	26611	6279.31	17413.9	NA
N103A_GL0062765  [gene]  locus=scaffold880_3:1:1335:- [Lack both ends] codon-table.11	28970.7	NA	NA	NA	NA
NLF002_GL0035223  [gene]  locus=scaffold15474_15:2470:3759:- [Complete] codon-table.11	225509	231437	301339	186133	155557
NLF005_GL0042379  [gene]  locus=scaffold1430_1:1335:2741:+ [Complete] codon-table.11	1631.47	NA	2799.88	2029.27	1382.95
NLF007_GL0039190  [gene]  locus=scaffold8041_2:2:439:+ [Lack 5'-end] codon-table.11	16998.5	20428.1	20893.1	20869.2	NA
NLF007_GL0074228  [gene]  locus=scaffold2130_11:1:711:- [Lack both ends] codon-table.11	34816.1	113946	31362.6	64561.8	NA
NLM022_GL0077515  [gene]  locus=scaffold34328_1:125:592:- [Complete] codon-table.11	NA	NA	NA	NA	667.633
NLM026_GL0105071  [gene]  locus=scaffold75453_1:71536:71976:- [Complete] codon-table.11	7506.25	3707.54	2449.95	8383.95	4765.17
NLM027_GL0038172  [gene]  locus=scaffold37890_1:3:1232:- [Lack 3'-end] codon-table.11	NA	NA	NA	7731.01	NA
NLM027_GL0076654  [gene]  locus=scaffold17706_6:678:2063:+ [Lack 3'-end] codon-table.11	9101.36	NA	26439.7	10869	3567.18
NLM031_GL0025221  [gene]  locus=scaffold6775_4:5605:6264:- [Lack 5'-end] codon-table.11	163944	154370	142676	217050	NA
NLM031_GL0047477  [gene]  locus=scaffold73_2:4302:5276:+ [Complete] codon-table.11	171760	139198	259862	175473	12099.2
NLM031_GL0097197  [gene]  locus=scaffold8839_5:2079:2525:- [Complete] codon-table.11	NA	NA	NA	8149.7	NA
NLM032_GL0042211  [gene]  locus=scaffold40471_1:3:1007:+ [Lack both ends] codon-table.11	NA	NA	NA	NA	1927.55
NOF010_GL0020186  [gene]  locus=scaffold31144_9:9533:10819:+ [Complete] codon-table.11	44394.3	56054.4	19076.8	19384.8	8633.03
NOF013_GL0054476  [gene]  locus=scaffold73_15:848:1882:+ [Complete] codon-table.11	83511.1	116280	37122.7	51284.7	13352.3
NOF013_GL0069648  [gene]  locus=scaffold16332_1:19979:22459:- [Complete] codon-table.11	22420.1	22474.5	NA	19213.9	NA
NOM002_GL0026844  [gene]  locus=scaffold161_1:62097:63602:- [Complete] codon-table.11	15602.2	45047.3	7445.61	12782.5	2310.79
NOM026_GL0021166  [gene]  locus=scaffold561_3:257:1495:- [Complete] codon-table.11	NA	NA	9773.54	6436.41	12029.1
O2.CD1-0-PT_GL0025396  [gene]  locus=scaffold38686_1:21897:23297:+ [Complete] codon-table.11	35956.3	NA	15988	21184.3	NA
O2.CD1-0-PT_GL0035189  [gene]  locus=scaffold22966_2:37077:38744:+ [Complete] codon-table.11	13214.9	12704.5	9374.63	11356.1	NA
O2.CD1-0-PT_GL0040017  [gene]  locus=scaffold37187_2:3203:4537:- [Complete] codon-table.11	671493	378144	1.47297e+06	874259	604731
O2.CD1-0-PT_GL0077912  [gene]  locus=scaffold36701_1:30669:32339:+ [Complete] codon-table.11	NA	NA	4917.06	NA	NA
O2.CD2-0-PT_GL0002067  [gene]  locus=scaffold19893_1:27789:28412:- [Complete] codon-table.11	NA	NA	NA	NA	23388.6
O2.CD2-0_GL0019958  [gene]  locus=scaffold22829_4:68:820:- [Lack 5'-end] codon-table.11	NA	NA	NA	57186.8	NA
O2.CD2-0_GL0067511  [gene]  locus=scaffold45855_1:9636:11693:+ [Complete] codon-table.11	17964.6	39103.5	NA	20368.2	NA
O2.CD3-0-PT_GL0064000  [gene]  locus=scaffold24092_1:3016:4671:- [Lack 5'-end] codon-table.11	149648	267649	98327.3	151777	63759.6
O2.CD3-0-PT_GL0107880  [gene]  locus=scaffold157_1:962:1594:+ [Complete] codon-table.11	58680.7	43118.6	82927.5	53631.2	20177.2
O2.CD3-0-PT_GL0115878  [gene]  locus=scaffold78670_1:949:2013:- [Complete] codon-table.11	13329.8	8574.9	19477.7	11639.4	2412.2
O2.CD3-0-PT_GL0160447  [gene]  locus=scaffold9643_2:1931:2809:+ [Lack 3'-end] codon-table.11	13960.4	NA	2642.63	NA	NA
O2.CD3-0-PT_GL0171651  [gene]  locus=scaffold65255_1:3:1379:- [Lack 3'-end] codon-table.11	176083	50421.8	579072	199659	205699
O2.CD3-0-PT_GL0189461  [gene]  locus=scaffold9536_2:7486:8223:- [Complete] codon-table.11	32450.3	25158.3	49012.2	48204.1	32478.9
O2.UC1-0_GL0025713  [gene]  locus=scaffold9252_4:2:691:+ [Lack 5'-end] codon-table.11	9912	41527.3	13995	16365.9	NA
O2.UC1-2_GL0017058  [gene]  locus=scaffold82159_2:3439:3630:- [Lack 5'-end] codon-table.11	89388.9	233926	29526.9	NA	NA
O2.UC1-2_GL0091686  [gene]  locus=scaffold109306_1:3:1544:- [Lack 3'-end] codon-table.11	6227.69	58131.3	20495.6	39408.9	7023.49
O2.UC1-2_GL0162923  [gene]  locus=scaffold63816_2:606:1442:- [Complete] codon-table.11	4040.2	4232.42	4437.54	5310.01	3825.31
O2.UC11-2_GL0001946  [gene]  locus=scaffold977_1:3:635:+ [Lack both ends] codon-table.11	794794	788394	314867	801577	18515.6
O2.UC11-2_GL0030688  [gene]  locus=scaffold6013_5:2:1186:+ [Lack 5'-end] codon-table.11	8221.73	5040.94	16274.1	9286.27	4925.99
O2.UC11-2_GL0032512  [gene]  locus=scaffold5696_9:6840:8399:- [Complete] codon-table.11	110179	68236.4	80235.2	97198.8	44839
O2.UC12-1_GL0156190  [gene]  locus=scaffold857_1:305:1000:- [Lack 5'-end] codon-table.11	171147	267507	136541	162809	57154.8
O2.UC12-2_GL0031978  [gene]  locus=scaffold65141_3:2:517:- [Lack both ends] codon-table.11	13554.6	NA	8660.27	45834.2	6326.06
O2.UC14-1_GL0150373  [gene]  locus=scaffold6734_8:2:460:+ [Lack 5'-end] codon-table.11	302142	415560	40908.4	291744	22384.8
O2.UC15-0_GL0002094  [gene]  locus=scaffold32150_7:11763:12281:- [Complete] codon-table.11	20862.7	12221.6	40071.4	21074.6	3774.43
O2.UC15-0_GL0067565  [gene]  locus=scaffold5060_3:311:1699:- [Complete] codon-table.11	NA	NA	NA	NA	9950
O2.UC15-1_GL0007728  [gene]  locus=scaffold10424_3:2002:3489:+ [Complete] codon-table.11	12298.3	NA	28048.4	29754.4	11106.9
O2.UC15-2_GL0047446  [gene]  locus=scaffold56362_7:1:1311:+ [Lack 5'-end] codon-table.11	78856.8	23663.8	122772	86074.6	46906.6
O2.UC16-1_GL0056008  [gene]  locus=scaffold88453_1:1418:3256:- [Complete] codon-table.11	81718.1	33315.7	361276	56376.2	NA
O2.UC18-1_GL0114520  [gene]  locus=scaffold101950_2:43:834:- [Complete] codon-table.11	NA	NA	13855.8	5716.15	NA
O2.UC19-1_GL0020611  [gene]  locus=scaffold28245_1:37223:38803:+ [Complete] codon-table.11	156658	NA	NA	NA	3565.93
O2.UC19-1_GL0085858  [gene]  locus=scaffold26485_1:6729:9701:+ [Complete] codon-table.11	NA	30019.2	14701.2	17560.4	4385.29
O2.UC19-2_GL0006821  [gene]  locus=scaffold6127_4:203:889:- [Lack 5'-end] codon-table.11	21189.9	19206.2	106350	45565.4	NA
O2.UC2-1_GL0049255  [gene]  locus=scaffold22737_11:1253:3361:- [Complete] codon-table.11	17289	NA	NA	17445.1	NA
O2.UC20-1_GL0070924  [gene]  locus=scaffold23194_5:496:966:+ [Complete] codon-table.11	190202	94636.2	246366	177002	87565.9
O2.UC24-2_GL0011763  [gene]  locus=scaffold29407_3:3612:3968:- [Lack 5'-end] codon-table.11	3522.59	2052.51	1674.56	4998.25	NA
O2.UC26-0_GL0053006  [gene]  locus=scaffold3007_2:3070:6489:+ [Complete] codon-table.11	NA	NA	105125	NA	NA
O2.UC26-1_GL0012827  [gene]  locus=C257449_1:3:545:+ [Lack both ends] codon-table.11	46307.1	23927.4	66305.6	116729	47400.6
O2.UC28-0_GL0177312  [gene]  locus=scaffold65304_3:2:730:+ [Lack 5'-end] codon-table.11	16255.6	5985.28	4830.09	NA	10903.7
O2.UC30-0_GL0018369  [gene]  locus=scaffold40181_4:136:783:+ [Complete] codon-table.11	30866.4	29414.6	38863.3	33763.9	5310.18
O2.UC30-1_GL0110213  [gene]  locus=scaffold2757_1:822:1211:+ [Lack 3'-end] codon-table.11	18569.5	7296.72	61787.8	27241	6606.33
O2.UC30-1_GL0166449  [gene]  locus=scaffold64447_1:19190:20671:+ [Complete] codon-table.11	75420.2	9125.91	NA	44630.9	NA
O2.UC31-0_GL0061897  [gene]  locus=scaffold19473_8:3:464:- [Lack 3'-end] codon-table.11	51033.4	25244	17895.9	NA	NA
O2.UC31-1_GL0168987  [gene]  locus=scaffold50024_1:15758:18457:+ [Lack 3'-end] codon-table.11	NA	NA	NA	NA	2794.35
O2.UC31-2_GL0055008  [gene]  locus=scaffold82536_2:3:884:- [Lack 3'-end] codon-table.11	7594.35	11595	3961.89	14153.6	NA
O2.UC31-2_GL0087171  [gene]  locus=scaffold5663_1:3:827:+ [Lack both ends] codon-table.11	94823.8	54719	118602	120986	24957.8
O2.UC32-1_GL0136691  [gene]  locus=scaffold20400_1:122:1324:+ [Complete] codon-table.11	14740	NA	NA	26053.6	NA
O2.UC35-0_GL0052172  [gene]  locus=scaffold27738_1:2:640:+ [Lack 5'-end] codon-table.11	24202.7	7523.28	14002.9	41363.3	22197.2
O2.UC36-0_GL0035328  [gene]  locus=scaffold47791_1:3:842:+ [Lack 5'-end] codon-table.11	20354.1	NA	24504.5	30033.2	34621
O2.UC36-0_GL0164929  [gene]  locus=scaffold73327_1:226:1101:+ [Complete] codon-table.11	25612.2	9579.07	38633.6	31137.6	15332.6
O2.UC36-2_GL0005928  [gene]  locus=scaffold259_3:2:403:+ [Lack 5'-end] codon-table.11	8358.31	4093.43	17733.5	7334.92	4825.97
O2.UC37-0_GL0035042  [gene]  locus=scaffold33152_3:45:1079:- [Lack 5'-end] codon-table.11	21474.5	34758.8	41672.3	24976.4	NA
O2.UC4-2_GL0090005  [gene]  locus=scaffold56944_3:857:1201:- [Lack 5'-end] codon-table.11	11889.2	NA	NA	NA	NA
O2.UC40-1_GL0085028  [gene]  locus=scaffold34768_5:428:571:- [Lack 5'-end] codon-table.11	NA	16952.7	45468.6	8631.56	NA
O2.UC41-1_GL0029795  [gene]  locus=scaffold119114_1:88692:92732:+ [Complete] codon-table.11	44785.3	NA	44494.8	NA	NA
O2.UC41-1_GL0179726  [gene]  locus=scaffold44543_1:10814:11914:- [Complete] codon-table.11	14068.5	37069.4	18592.5	7734.13	4781.72
O2.UC41-1_GL0201535  [gene]  locus=scaffold759_1:52158:53645:- [Complete] codon-table.11	19898.4	4370.29	25582.1	15006.9	NA
O2.UC43-0_GL0054854  [gene]  locus=scaffold27235_2:260:598:+ [Complete] codon-table.11	56863.9	93979.2	NA	27962.9	NA
O2.UC43-2_GL0054545  [gene]  locus=scaffold30891_1:380:838:+ [Lack 3'-end] codon-table.11	NA	6330.89	NA	8447.34	NA
O2.UC44-2_GL0124520  [gene]  locus=scaffold128039_3:7615:8040:+ [Complete] codon-table.11	NA	NA	NA	9976.4	3577.18
O2.UC46-1_GL0055169  [gene]  locus=scaffold31283_1:117:1112:+ [Complete] codon-table.11	89038.3	NA	88154.8	97124.8	94289.3
O2.UC47-2_GL0070787  [gene]  locus=scaffold88929_1:246:1034:+ [Lack 3'-end] codon-table.11	38964.5	NA	50037	24820.7	14176.8
O2.UC47-2_GL0084279  [gene]  locus=scaffold28917_11:870:3122:+ [Complete] codon-table.11	380944	145142	478422	395508	561036
O2.UC48-0_GL0016850  [gene]  locus=C1983239_1:178:771:- [Lack 5'-end] codon-table.11	169162	23443.2	303813	130672	289316
O2.UC48-0_GL0026589  [gene]  locus=scaffold58230_15:1379:2599:+ [Complete] codon-table.11	NA	NA	41217.8	29309.8	13220.7
